"name","guess","confidence","female","male","source"
"Zahid Delwar CA","male",0.5,1,1,"ask"
"Israel VLODAVSKY IL","male",0.75,1,3,"ask"
"Yong Taek HWANG KR","male",0.5,1,1,"ask"
"Franz Dirauf DE","male",0.5,1,1,"ask"
"Martin Hager DE","male",0.5,1,1,"ask"
"Reid A. Baker US","female",0.6,3,2,"ask"
"Tomohiro Okagawa JP","male",0.75,1,3,"ask"
"Sebastian Freund DE","male",0.5,1,1,"ask"
"Frank Budde DE","male",0.5,1,1,"ask"
"Roderick Alan PORTER GB","female",0.714285714285714,5,2,"ask"
"Richard Hochberg US","male",0.833333333333333,1,5,"ask"
"Kenneth L. Pither US","male",0.5,1,1,"ask"
"Apurba Das US","male",0.666666666666667,1,2,"ask"
"Takeshi SAKUMA JP","male",0.5,1,1,"ask"
"Oliver BLEY DE","male",0.5,1,1,"ask"
"Bruce Gommermann US","female",0.666666666666667,2,1,"ask"
"James Ergun US","male",0.8,1,4,"ask"
"Michael H. IRVING US","male",0.833333333333333,1,5,"ask"
"Ikuo Kawashima JP","male",0.666666666666667,1,2,"ask"
"Yasunori TSUZAKI JP","male",0.5,1,1,"ask"
"Junmei ZHAO CN","male",0.5,1,1,"ask"
"Chris Breder US","male",0.5,1,1,"ask"
"Paul Michael SCOLA US","male",0.833333333333333,2,10,"ask"
"Miriam Walter IL","female",0.666666666666667,2,1,"ask"
"Howard S. Savage US","male",0.8,1,4,"ask"
"Hubert SCHEUERMANN DE","female",0.666666666666667,2,1,"ask"
"Masaru Satou JP","male",0.875,1,7,"ask"
"Fabien Levasseur FR","male",0.5,1,1,"ask"
"Anne Bouquelle BE","male",0.666666666666667,3,6,"ask"
"DAESOO KIM KR","male",0.5,1,1,"ask"
"Charlie MOLINA CA","male",0.5,1,1,"ask"
"Paul Szczepanek US","male",0.5,1,1,"ask"
"Kevin Daniel Freeman-Cook US","male",0.5,1,1,"ask"
"Sebastian Koper CA","male",0.5,1,1,"ask"
"Adel M. MOUSSA US","male",0.5,1,1,"ask"
"Thomas Gabriel Elie GATTEAU FR","female",0.8,4,1,"ask"
"Hirotake Mizutani US","male",0.5,1,1,"ask"
"Karen May ","female",0.9,9,1,"ask"
"David A. Stanzel US","male",0.5,2,2,"ask"
"Helmut BROD DE","male",0.5,1,1,"ask"
"Vibhor Chaswal US","male",0.666666666666667,1,2,"ask"
"Naoto KOIZUMI JP","male",0.5,1,1,"ask"
"K.H. Sreedhara Swamy IN","male",0.666666666666667,1,2,"ask"
"Milind Shintre US","female",0.666666666666667,4,2,"ask"
"Tim Sparwasser DE","male",0.666666666666667,1,2,"ask"
"Andrew H. Fischer US","male",0.8,1,4,"ask"
"Paul A. Scarpinato US","male",0.666666666666667,2,4,"ask"
"Lennart D. Gunlycke US","female",0.6,3,2,"ask"
"Tony Chen US","male",0.875,1,7,"ask"
"Viktor Mykalayovych Gorb UA","male",0.5,1,1,"ask"
"Miho Takabe JP","female",0.75,3,1,"ask"
"McIntyre Willets BURNHAM CA","male",0.571428571428571,3,4,"ask"
"William Pedersen US","male",0.857142857142857,2,12,"ask"
"Koichi Kimoto JP","male",0.5,1,1,"ask"
"Stefan Hildinger DE","male",0.5,1,1,"ask"
"William J. SCOTT US","male",0.888888888888889,1,8,"ask"
"Ganesh Devidas URUNKAR IN","male",0.5,1,1,"ask"
"Toru Takagi JP","male",0.666666666666667,2,4,"ask"
"Amy K. Fried US","male",0.6,2,3,"ask"
"John Coleman Horton US","male",0.7,3,7,"ask"
"Juergen Ippers DE","male",0.5,1,1,"ask"
"Yvonne Huber DE","female",0.75,3,1,"ask"
"Sylvie SZENDROVICS FR","male",0.5,1,1,"ask"
"Michael K. Levasseur US","male",0.5,1,1,"ask"
"Feng Lan CN","female",0.571428571428571,4,3,"ask"
"Elisa Kieback DE","female",0.666666666666667,4,2,"ask"
"Dean Surprenant US","male",0.5,1,1,"ask"
"Jaan-Olle ANDRESSOO FI","male",0.5,1,1,"ask"
"Tzu-Chen Kuo TW","male",0.666666666666667,1,2,"ask"
"Mihir Kumar Lal US","male",0.5,1,1,"ask"
"Yancheng YOU CN","male",0.5,1,1,"ask"
"Christopher S. Perman US","male",0.8,1,4,"ask"
"Philipp Merckle DE","male",0.666666666666667,1,2,"ask"
"Andrew D. HAMILTON US","male",0.666666666666667,1,2,"ask"
"Oliver Wackerl US","male",0.833333333333333,1,5,"ask"
"Steve Holmes US","male",0.666666666666667,2,4,"ask"
"Nicholas Jeremy Scull US","male",0.833333333333333,1,5,"ask"
"Joseph LaMorte US","male",0.666666666666667,1,2,"ask"
"Markus Schuster US","male",0.75,1,3,"ask"
"YOSHIO TOMIGASHI JP","male",0.5,1,1,"ask"
"Rick L. Oppor US","male",0.5,1,1,"ask"
"Kyle Howerton US","male",0.666666666666667,1,2,"ask"
"Daniel BROWN US","male",0.75,1,3,"ask"
"Jean BOUCHARD CA","male",0.5,1,1,"ask"
"Frank E. Anderson US","male",0.666666666666667,1,2,"ask"
"Ying-Liang CHUANG TW","male",0.5,1,1,"ask"
"Matthew MEARS GB","male",0.75,1,3,"ask"
"Aasif M. NADAF IN","male",0.5,1,1,"ask"
"George D Maynard US","male",0.8,1,4,"ask"
"Kazutoshi Higashiyama JP","male",0.666666666666667,1,2,"ask"
"John Howard Seagrave US","male",0.833333333333333,1,5,"ask"
"Oliver Poth DE","male",0.5,1,1,"ask"
"AMY R. BITTNER US","male",0.5,3,3,"ask"
"Eun-Hyoung KIM KR","male",0.5,1,1,"ask"
"Farid Bennis MA","male",0.666666666666667,1,2,"ask"
"Seon Soo KIM KR","male",0.6,2,3,"ask"
"Christopher Scogin US","male",0.833333333333333,1,5,"ask"
"Brock Estel Osborn US","male",0.5,1,1,"ask"
"Henrik Nilsson AT","male",0.75,1,3,"ask"
"Motohiro Fukuda JP","male",0.5,1,1,"ask"
"Chenlu LI CN","female",0.666666666666667,2,1,"ask"
"Mark P. Keller US","male",0.8,1,4,"ask"
"Masao MIZUMAKI JP","male",0.5,1,1,"ask"
"Thomas DIACOVO US","male",0.75,1,3,"ask"
"Jacy Lee ROBBINS US","female",0.75,3,1,"ask"
"Chikako OGAWA CH","male",0.5,2,2,"ask"
"Robert J. Mullin US","male",0.75,1,3,"ask"
"Scott Debates US","male",0.857142857142857,1,6,"ask"
"Thomas Hofer CH","male",0.8,1,4,"ask"
"Yasumasa FUJIOKA JP","male",0.5,1,1,"ask"
"Robert R. Whittome GB","male",0.666666666666667,1,2,"ask"
"Yi Ding US","male",0.8,1,4,"ask"
"JEAN-FRANCOIS AUGUSTO FR","male",0.75,1,3,"ask"
"Fred E. Hunstable US","male",0.933333333333333,1,14,"ask"
"Phillip Walker Strange US","male",0.8,2,8,"ask"
"Sven Havelund DK","male",0.5,1,1,"ask"
"Sesha Kiran Gundavarapu IN","male",0.5,1,1,"ask"
"Takashi HORIGUCHI JP","male",0.5,1,1,"ask"
"Brian L. Orloff US","male",0.666666666666667,1,2,"ask"
"Seok Goo CHO KR","male",0.75,1,3,"ask"
"Ursula Schloetzer DE","male",0.5,1,1,"ask"
"Elina Mattila FI","male",0.5,1,1,"ask"
"Sang Un Choi KR","male",0.6,2,3,"ask"
"Yoshihiro TAKAYAMA JP","male",0.909090909090909,1,10,"ask"
"Peter John Kittel AU","male",0.666666666666667,1,2,"ask"
"Hubert Koenig DE","male",0.5,1,1,"ask"
"Mark Thomas Brandl US","male",0.5,1,1,"ask"
"Oleg Epstein US","male",0.666666666666667,1,2,"ask"
"Robert Eilers DE","male",0.833333333333333,1,5,"ask"
"Ling Wu CN","female",0.666666666666667,2,1,"ask"
"Marcin S. Filutowicz US","male",0.833333333333333,1,5,"ask"
"Eun Jung LEE KR","female",0.833333333333333,5,1,"ask"
"Duane Carling US","male",0.5,1,1,"ask"
"Daniel R. Saylor US","male",0.833333333333333,1,5,"ask"
"Toshihiro Nakajima JP","male",0.5,1,1,"ask"
"Ian George Coutts GB","male",0.666666666666667,1,2,"ask"
"Giuseppe Alampi IT","male",0.5,1,1,"ask"
"Jack Trebnio US","male",0.5,1,1,"ask"
"Emily Fernanda Freire FOLCO BR","male",0.666666666666667,1,2,"ask"
"Kemal Karaca US","male",0.666666666666667,1,2,"ask"
"Tim Späder DE","male",0.5,1,1,"ask"
"Wolfram Hasewend AT","male",0.75,1,3,"ask"
"Naima Bakrim Nhiri FR","male",0.5,1,1,"ask"
"Timo Gurzawski DE","male",0.5,2,2,"ask"
"Jinyan HU CN","female",0.6,3,2,"ask"
"Jing Tan SG","female",0.666666666666667,2,1,"ask"
"John Mcalvin US","male",0.75,1,3,"ask"
"Johan KAJANUS SE","male",0.75,1,3,"ask"
"Stephen N. Williams US","male",0.5,1,1,"ask"
"Matthew Michael James GREEN GB","male",0.666666666666667,1,2,"ask"
"Daniel J. Couture US","male",0.666666666666667,1,2,"ask"
"Olav Asmund Smidsrod NO","male",0.5,1,1,"ask"
"Finian Mary Martin IE","male",0.5,3,3,"ask"
"Tyler G. Kloster US","male",0.666666666666667,1,2,"ask"
"Erwan Arzel SE","male",0.5,1,1,"ask"
"Kiyotaka SAKAI JP","male",0.6,2,3,"ask"
"Tudor Vinereanu IE","male",0.5,1,1,"ask"
"Joachim Grötzinger DE","male",0.75,1,3,"ask"
"Yinglan Jin KR","male",0.5,1,1,"ask"
"Jong Hum Park KR","male",0.5,1,1,"ask"
"Alberto VASSALLO IT","male",0.923076923076923,1,12,"ask"
"Simon C. Hogg GB","male",0.5,2,2,"ask"
"Pabio Umana CH","male",0.8,1,4,"ask"
"Lorenza WYDER PETERS DE","male",0.5,1,1,"ask"
"Andrej GRAD DE","male",0.5,1,1,"ask"
"Rabab CHARAFEDDINE US","female",0.857142857142857,6,1,"ask"
"Richard F. Amato US","male",0.75,1,3,"ask"
"Miyuki Shinmura JP","male",0.5,1,1,"ask"
"Mi-Yeon Kim KR","female",0.875,7,1,"ask"
"John Ameling US","male",0.666666666666667,1,2,"ask"
"Christoph H¿ge CH","male",0.5,2,2,"ask"
"Danhong Zhong US","male",0.75,1,3,"ask"
"Tatsuya Tsuji JP","male",0.75,1,3,"ask"
"Allyn Keith Holliday US","male",0.666666666666667,1,2,"ask"
"Shi-Ping Wang US","male",0.5,1,1,"ask"
"Marc Chelala US","male",0.666666666666667,1,2,"ask"
"Xia Li US","female",0.8,4,1,"ask"
"Torsten Brinkmann DE","male",0.5,1,1,"ask"
"Yongshik Shin KR","male",0.666666666666667,1,2,"ask"
"Andrew F. Kolodziej US","male",0.75,1,3,"ask"
"Antonio Ubirajara DE SOUZA BR","male",0.5,1,1,"ask"
"Sermed SADIG DE","male",0.666666666666667,1,2,"ask"
"Doojin Lee KR","male",0.5,1,1,"ask"
"Byron Rubin US","male",0.75,1,3,"ask"
"Rustin Arthur Cassway US","male",0.5,1,1,"ask"
"Xuebing Liang CN","male",0.5,1,1,"ask"
"Roderic N.F. Simpson GB","male",0.5,1,1,"ask"
"Thean Y. Yeoh US","male",0.5,1,1,"ask"
"Kavitha YADDANAPUDI US","male",0.5,1,1,"ask"
"Roy E. Morgan US","male",0.75,1,3,"ask"
"Brad Boyce US","male",0.5,1,1,"ask"
"Choongho Ryu KR","male",0.5,1,1,"ask"
"James Christopher Wohlever US","male",0.5,1,1,"ask"
"RICHARD I. FELDMAN US","male",0.75,1,3,"ask"
"Taido Lantz NAKAJIMA US","male",0.5,1,1,"ask"
"Shinya HAKUTA JP","male",0.833333333333333,1,5,"ask"
"Rajeev Joshi US","male",0.75,1,3,"ask"
"Antonio Morreale de León ES","male",0.5,1,1,"ask"
"Venkatachalam HARIHARAN IN","male",0.5,1,1,"ask"
"CINDY TAN US","male",0.5,1,1,"ask"
"Mark Zelesky US","male",0.5,1,1,"ask"
"Chun Eung PARK KR","male",0.857142857142857,1,6,"ask"
"Naizheng HU CN","male",0.9,1,9,"ask"
"Liane Holze DE","male",0.5,1,1,"ask"
"Zoltan Ersek DE","male",0.5,1,1,"ask"
"Bryan P. Steffen US","male",0.8,1,4,"ask"
"Junichi Masuda US","male",0.8,1,4,"ask"
"Steven ROBERTS US","male",0.666666666666667,2,4,"ask"
"Bruce E. Anderson US","male",0.75,1,3,"ask"
"John R. Dennis US","male",0.5,1,1,"ask"
"Martin Wyss CH","male",0.666666666666667,1,2,"ask"
"Esteban Grau Sorarrain DE","male",0.5,2,2,"ask"
"Jason R. Kelley US","male",0.8,1,4,"ask"
"Johannes Bartholom¿us DE","male",0.833333333333333,1,5,"ask"
"Maggie Wang CA","female",0.666666666666667,2,1,"ask"
"Fedor Chernikov RU","male",0.5,1,1,"ask"
"Stephen H. Leppla US","male",0.5,1,1,"ask"
"Hiroyuki Kakishima JP","male",0.666666666666667,1,2,"ask"
"Emmanuel Pierre Camhi FR","male",0.875,1,7,"ask"
"Stéphane Biwersi FR","male",0.5,1,1,"ask"
"Claude Pichard FR","male",0.666666666666667,1,2,"ask"
"Jungil Son KR","male",0.909090909090909,1,10,"ask"
"Francesco PIRACCINI IT","male",0.5,1,1,"ask"
"Joseph D. Scranton US","male",0.8,1,4,"ask"
"Jeffrey Lee ROMINE US","male",0.5,1,1,"ask"
"Larry Yun Fang CN","male",0.75,1,3,"ask"
"Dean Welsch US","male",0.8,1,4,"ask"
"Hannes Aeberhard CH","male",0.75,1,3,"ask"
"Eva Trofast ","male",0.5,1,1,"ask"
"Mi Young CHO KR","female",0.8,4,1,"ask"
"Yoshiyuki SHIRAKURA JP","male",0.5,1,1,"ask"
"Vicenzo Santagada IT","male",0.5,1,1,"ask"
"Te-Jung Chen TW","male",0.8,1,4,"ask"
"Micah Black US","male",0.75,1,3,"ask"
"Gan ZHAO CN","female",0.75,3,1,"ask"
"Kue-Whan Jang KR","male",0.5,2,2,"ask"
"Chad A. VanHuis US","male",0.666666666666667,1,2,"ask"
"Tom Waldron US","male",0.909090909090909,1,10,"ask"
"Sean A. Keyes US","male",0.909090909090909,1,10,"ask"
"Samit Kumar Basu US","male",0.75,1,3,"ask"
"Nanami Sugino JP","female",0.6,3,2,"ask"
"Yanlong Liu CN","male",0.5,1,1,"ask"
"Stephen Bennett AU","male",0.8,1,4,"ask"
"Masahiro OKUYAMA JP","male",0.5,1,1,"ask"
"John G. Meyers US","male",0.666666666666667,1,2,"ask"
"George IORDANIDIS GB","male",0.5,1,1,"ask"
"Rainer Mielke DE","male",0.5,1,1,"ask"
"Johann Hien DE","male",0.5,1,1,"ask"
"Xiaoyang Shen CN","male",0.75,1,3,"ask"
"Qiaoshi Guo CN","male",0.75,1,3,"ask"
"Frank Alich DE","male",0.666666666666667,1,2,"ask"
"Roger A. Pearson US","male",0.857142857142857,1,6,"ask"
"Weiguo Liu US","male",0.8,1,4,"ask"
"Gloria LIN US","female",0.875,7,1,"ask"
"Vered RAM US","male",0.5,1,1,"ask"
"Tomotaka Shinoda JP","male",0.5,1,1,"ask"
"Yoshikuni Akiyama JP","male",0.833333333333333,1,5,"ask"
"ROBBERT ADRIANUS MARIA VAN HAL NL","male",0.75,1,3,"ask"
"Fabien DEVAUX FR","male",0.666666666666667,1,2,"ask"
"Joel Chartier US","female",0.666666666666667,2,1,"ask"
"Timothy Block US","male",0.5,1,1,"ask"
"Myong-jong Kwon KR","male",0.5,1,1,"ask"
"Alan William Noble GB","male",0.5,1,1,"ask"
"Tsukasa FUNANE JP","male",0.666666666666667,1,2,"ask"
"Nicholas SARDAR GB","male",0.666666666666667,1,2,"ask"
"ROSSITZA GUEORGUIEVA ALARGOVA US","male",0.5,1,1,"ask"
"Johannes Edren US","male",0.5,1,1,"ask"
"Benjamin J. Sussman CA","male",0.75,1,3,"ask"
"Silvia Donnici Garcia ES","male",0.5,1,1,"ask"
"Tony Pisal Tang US","male",0.5,1,1,"ask"
"Hyeon-Beom Seo KR","male",0.666666666666667,1,2,"ask"
"Junichi Kawashima JP","male",0.5,1,1,"ask"
"Daniel James Mckay US","male",0.5,1,1,"ask"
"Erwin Oser DE","male",0.5,1,1,"ask"
"Wolfgang Strusch DE","male",0.5,1,1,"ask"
"Yuuichi Ito JP","male",0.8,1,4,"ask"
"Kazuko Maeda JP","female",0.857142857142857,6,1,"ask"
"Johannes Vaananen FI","male",0.5,1,1,"ask"
"Russell D. Cousins US","male",0.9,1,9,"ask"
"Ting-You Wei TW","male",0.5,1,1,"ask"
"Edison Tam King Miguel US","male",0.5,1,1,"ask"
"Juan Miguel Vazquez US","male",0.857142857142857,1,6,"ask"
"Jérôme COLMAGRO FR","male",0.5,1,1,"ask"
"Sebastien PRESTEL FR","male",0.75,1,3,"ask"
"Petr Novak CZ","male",0.833333333333333,1,5,"ask"
"Mauricio Jose Farinas Moya US","male",0.5,1,1,"ask"
"Stephen Christopher Welch US","male",0.75,1,3,"ask"
"William Bryan Smith US","male",0.875,1,7,"ask"
"Stephen M. Holl US","male",0.8,1,4,"ask"
"CRISTINA MARCHINI IT","male",0.5,1,1,"ask"
"Nika Adham-Parangi US","female",0.666666666666667,2,1,"ask"
"Gregor SIEBENKOTTEN DE","male",0.5,1,1,"ask"
"Jacob Henderson US","male",0.8,1,4,"ask"
"Patrick J. Duffy US","male",0.875,1,7,"ask"
"Silvia Armaroli IT","male",0.5,1,1,"ask"
"Frederick W. Miller US","male",0.8,1,4,"ask"
"Akiva Walzman US","male",0.5,1,1,"ask"
"Jake Myre US","male",0.666666666666667,1,2,"ask"
"Nils Stavlid SE","male",0.5,1,1,"ask"
"Mark A. GALLOP US","male",0.666666666666667,1,2,"ask"
"Paul Lucas FR","male",0.8,1,4,"ask"
"Massimiliano Cirri DE","male",0.5,1,1,"ask"
"Keira GARLAND US","female",0.923076923076923,12,1,"ask"
"James M. Kadushin US","male",0.5,1,1,"ask"
"Tiziana Parasassi IT","male",0.5,1,1,"ask"
"Bart Rudolf, Romanie KESTELEYN BE","male",0.5,1,1,"ask"
"Chul-Wan PARK KR","male",0.75,1,3,"ask"
"Fabien Roger FR","male",0.5,1,1,"ask"
"Kevin Peter Minnock IE","male",0.933333333333333,1,14,"ask"
"Steve Durfee US","male",0.857142857142857,1,6,"ask"
"Xiaobo Zhang CN","male",0.5,1,1,"ask"
"Bok-Ki Kang KR","male",0.75,1,3,"ask"
"Augustus Felix US","male",0.75,1,3,"ask"
"Scott Poxon US","male",0.833333333333333,1,5,"ask"
"Sobhi BASHEER IL","male",0.5,1,1,"ask"
"GURJEET SINGH IN","male",0.666666666666667,1,2,"ask"
"Seungmin HAN KR","male",0.666666666666667,1,2,"ask"
"Hiroshi Oyagi JP","male",0.8,1,4,"ask"
"Lik Hang Wan CN","female",0.6,3,2,"ask"
"Matthew DESHOTELS US","male",0.888888888888889,1,8,"ask"
"Geng-Wen Chang TW","female",0.666666666666667,4,2,"ask"
"Richard A. Parenti US","male",0.666666666666667,1,2,"ask"
"Frederic VAN DYCKE BE","male",0.5,1,1,"ask"
"Logan Bouchereau FR","female",0.666666666666667,4,2,"ask"
"Woo Young Sim KR","male",0.5,1,1,"ask"
"Richard Jones CH","male",0.75,1,3,"ask"
"Kevin D. Fairman US","female",0.666666666666667,2,1,"ask"
"Akira Ohtori JP","female",0.666666666666667,2,1,"ask"
"Christina Gruber AT","female",0.9,9,1,"ask"
"Takafumi KOMATSU JP","male",0.5,1,1,"ask"
"Emlyn Jones GB","male",0.5,1,1,"ask"
"Robert J. MILLER US","male",0.833333333333333,1,5,"ask"
"Ken Fedeson US","male",0.666666666666667,1,2,"ask"
"Toshihiko KATO JP","male",0.5,1,1,"ask"
"Hans H. Schulz DE","male",0.666666666666667,1,2,"ask"
"María MORALES ES","male",0.555555555555556,4,5,"ask"
"Marc Poirier US","male",0.833333333333333,1,5,"ask"
"Jhon Cores US","male",0.75,1,3,"ask"
"Yuhu LI CN","male",0.75,1,3,"ask"
"Ensar HALILOVIC US","male",0.666666666666667,1,2,"ask"
"Johan A. Bakker NL","male",0.666666666666667,2,4,"ask"
"Xiaoyun JIANG US","male",0.5,1,1,"ask"
"Howard Hao Chen US","male",0.5,1,1,"ask"
"Ivan ZLATEV US","female",0.666666666666667,2,1,"ask"
"Armend Håti NO","male",0.833333333333333,1,5,"ask"
"Kenneth Erwin SCHOLEY CA","male",0.5,1,1,"ask"
"Nils Berg Madsen DK","male",0.5,1,1,"ask"
"Hongyi Zhou US","male",0.666666666666667,1,2,"ask"
"Daniel Thomas Gérard Riviere FR","male",0.666666666666667,1,2,"ask"
"Daishi Saiki JP","male",0.875,1,7,"ask"
"Takafumi HARAGUCHI JP","male",0.5,1,1,"ask"
"Timothy James William Proctor US","male",0.833333333333333,1,5,"ask"
"Tomonao NAKAYAMA JP","female",0.666666666666667,2,1,"ask"
"Kazuko Takeshita JP","female",0.666666666666667,2,1,"ask"
"Alexander K. Zettl US","male",0.875,1,7,"ask"
"Philip Jeffrey Poyser GB","male",0.5,1,1,"ask"
"Chandan Kumar Saha US","male",0.5,1,1,"ask"
"Yusaku YOSHIDA JP","male",0.5,1,1,"ask"
"Yuki Matsunaga JP","male",0.5,1,1,"ask"
"László Ludvig HU","male",0.666666666666667,1,2,"ask"
"Dmitriy Sergeevich NOSKOV RU","male",0.5,1,1,"ask"
"Akira Yamashita JP","male",0.5,1,1,"ask"
"Timothy J. SCANLON GB","male",0.5,1,1,"ask"
"Tobias Michael Gruhler DE","male",0.5,1,1,"ask"
"Ajey J. Kulkarni US","male",0.5,1,1,"ask"
"Nancy M. HOLLOWAY US","female",0.75,3,1,"ask"
"Adolf SCHAFER-SINDLINGER DE","male",0.666666666666667,1,2,"ask"
"Yuichiro Tabunoki JP","male",0.5,1,1,"ask"
"Thomas A. Valerio US","male",0.5,1,1,"ask"
"Martin S. LINSELL US","male",0.5,1,1,"ask"
"Ali Shilatifard US","male",0.5,1,1,"ask"
"Dong-Lim Kim KR","male",0.8,1,4,"ask"
"Matt Martinek US","male",0.857142857142857,1,6,"ask"
"JOHN M. ELLARD GB","male",0.5,1,1,"ask"
"Jeung Hoon LEE KR","male",0.833333333333333,1,5,"bing"
"Richard Bingham US","male",0.909090909090909,2,20,"bing"
"Kelly Wade Lucas US","female",0.833333333333333,5,1,"bing"
"Jeremy GAUDIN FR","male",0.833333333333333,1,5,"bing"
"Seiichiro Matsuda JP","male",0.666666666666667,1,2,"bing"
"Galen B. Fisher US","male",0.857142857142857,1,6,"bing"
"Timothy HOLDEN GB","male",0.916666666666667,1,11,"bing"
"Carsten Barlag DE","male",0.5,1,1,"bing"
"Jingjin Ding CN","male",0.875,1,7,"bing"
"Takayasu FUJIURA JP","male",0.666666666666667,1,2,"bing"
"Lee R. Rients US","male",0.75,1,3,"bing"
"Richard L. Hexemer Jr. US","male",0.666666666666667,1,2,"bing"
"Marquita Johnson US","female",0.666666666666667,2,1,"bing"
"Suk Jun Seo KR","male",0.666666666666667,6,12,"bing"
"Andreas SCHRECKENBERG SG","male",0.5,1,1,"bing"
"Emily Frances CALDERWOOD US","female",0.666666666666667,2,1,"bing"
"Daniel C. Nadeau US","male",0.8,1,4,"bing"
"Barbara Ann Williams US","female",0.970588235294118,33,1,"bing"
"Douglas W. Walker US","male",0.875,1,7,"bing"
"Michael . Graeber US","male",0.888888888888889,1,8,"bing"
"Peter Ulomek DE","male",0.5,1,1,"bing"
"ALI HASSAN US","male",0.954545454545455,1,21,"bing"
"DAVID MUELLER DE","male",0.709677419354839,9,22,"bing"
"Patrick Jeremy Rice AU","male",0.75,1,3,"bing"
"Ryo Hatae JP","male",0.5,7,7,"bing"
"Brian McKittrick US","male",0.833333333333333,1,5,"bing"
"Jae Yoon Leem KR","male",0.904761904761905,2,19,"bing"
"Michael Voong GB","male",0.5,1,1,"bing"
"Rudiger Gorny US","male",0.666666666666667,1,2,"bing"
"Larry Dale Mercer US","female",0.526315789473684,10,9,"bing"
"Robert B. Meek US","male",0.8,1,4,"bing"
"Jane E. Magnusson NZ","male",0.714285714285714,2,5,"bing"
"Eliane Boivin FR","male",0.5,1,1,"bing"
"Jianhua Chen CN","male",0.888888888888889,1,8,"bing"
"Johnny Marvin Bowyer US","male",0.916666666666667,1,11,"bing"
"Weishi Miao US","male",0.5,1,1,"bing"
"Bastien CAGNAC FR","male",0.5,1,1,"bing"
"Chan-Woo Lee KR","male",0.941176470588235,1,16,"bing"
"Patrick T. Prendergast AU","male",0.875,1,7,"bing"
"Mohammed A. Kabir US","male",0.923076923076923,1,12,"bing"
"James Yager US","male",0.947368421052632,1,18,"bing"
"Paul Francis RICHARDSON US","male",0.923076923076923,1,12,"bing"
"Seyed Mohammad Mohseni GB","male",0.8,1,4,"bing"
"Kurt Larsen US","male",0.875,1,7,"bing"
"Milan PATEL US","male",0.96,1,24,"bing"
"Alexander John MacLennan US","male",0.8,1,4,"bing"
"Uma Maheswar Rao VASIREDDI IN","male",0.625,3,5,"bing"
"Marco Romanetto IT","male",0.666666666666667,1,2,"bing"
"William J. Ryan US","male",0.964285714285714,1,27,"bing"
"Akihiko Taketani JP","male",0.5,1,1,"bing"
"Alexis DOLE GB","male",0.5,1,1,"bing"
"William J. Polvino US","male",0.888888888888889,1,8,"bing"
"Joon Sung Ryu KR","male",0.944444444444444,1,17,"bing"
"David Stockmaster US","male",0.5,1,1,"bing"
"Nicolas SERGEANT FR","male",0.75,1,3,"bing"
"Sing Yeung Frankie Mak SG","male",0.958333333333333,1,23,"bing"
"Ol'ga Maratovna TARASOVA UA","male",0.5,1,1,"bing"
"Shojiro Kaita JP","male",0.5,1,1,"bing"
"Yong-Ho LEE KR","male",0.666666666666667,1,2,"bing"
"Nakaya TAKAGAKI JP","male",0.5,1,1,"bing"
"Ben Dunlap US","male",0.958333333333333,1,23,"bing"
"Kent A. Watson US","male",0.8,1,4,"bing"
"Tsung Jang Shi TW","male",0.5,1,1,"bing"
"Kevin T. Weber US","male",0.5,1,1,"bing"
"Paul Nigel Turner GB","male",0.5,1,1,"bing"
"Akira KAMATA JP","male",0.5,1,1,"bing"
"Alexander Vladimirovich Dikovskiy RU","male",0.666666666666667,1,2,"bing"
"Ines Jackl DE","female",0.833333333333333,5,1,"bing"
"Nathan J. McArdle GB","male",0.5,1,1,"bing"
"Michael Schroder US","male",0.952380952380952,1,20,"bing"
"James Blanchard US","male",0.904761904761905,2,19,"bing"
"Larry Steven ROSENZWEIG US","male",0.5,1,1,"bing"
"Sylvain Ouimet CA","male",0.5,1,1,"bing"
"Anne LERMET FR","male",0.5,1,1,"bing"
"Corina Moga US","male",0.5,1,1,"bing"
"Daniel S. Ramlose US","male",0.666666666666667,1,2,"bing"
"Thomas Jeffrey Crowell US","male",0.9,1,9,"bing"
"Anna Strehlau CA","female",0.666666666666667,2,1,"bing"
"Nils Ove Gustafsson SE","male",0.5,1,1,"bing"
"Francis M. Tambwe US","male",0.833333333333333,1,5,"bing"
"MICHAEL MAHALEK DE","male",0.75,1,3,"bing"
"Hans Schram FR","male",0.923076923076923,1,12,"bing"
"Steven Touzard US","male",0.888888888888889,1,8,"bing"
"Mark Duncan Brinkerhoff US","male",0.666666666666667,1,2,"bing"
"Shinobu Nakamura JP","female",0.857142857142857,6,1,"bing"
"Anurag Singh Rathore IN","male",0.5,1,1,"bing"
"Jean-Philippe LOEFFLER FR","male",0.8,1,4,"bing"
"Nicola Beltraminelli FR","male",0.571428571428571,3,4,"bing"
"David J. Casebolt US","male",0.75,1,3,"bing"
"Kysa A. Meek US","female",0.6,3,2,"bing"
"Junko Nakao JP","female",0.8,4,1,"bing"
"Eric SVENSSON US","male",0.933333333333333,1,14,"bing"
"Peter Zuelzer DE","male",0.636363636363636,4,7,"bing"
"Hanbin SHAN CN","male",0.941176470588235,1,16,"bing"
"Victor Shukhat US","male",0.5,1,1,"bing"
"Keith Charles SPENCER GB","male",0.9,1,9,"bing"
"Andres Avelino Trabanco-Suarez BE","male",0.5,1,1,"bing"
